mal_id,title,title_english,type,episodes,score,genres,synopsis,year,themes,studios,image_url
1325,Hamelin no Violin Hiki,Violinist of Hamelin,TV,25.0,6.65,Adventure | Drama | Fantasy,"Trouble arises in Staccato one day. Demons show up and start to wreak havoc on the townspeople. The entire country seems to be suffering. The source of the problem is that the ""barrier"" which until now has kept the demons from crossing over to the human world, is weakening. The person who sustains it is losing her strength after holding it up for so many years. That person is Queen Horn of Sforzando. Hell King Bass is trying to break through the barrier and release their ""supreme leader,"" Kestra (Orchestra). One whose power is unparalleled yet is trapped somewhere in the world of the humans. (Source: AniDB)",1996.0,Unknown,Studio Deen,https://myanimelist.net/images/anime/7/20972.jpg
1327,Aoki Densetsu Shoot!,Blue Legend Shoot!,TV,58.0,7.46,Romance | Sports,"Inspired by Yoshiharu Kubo's phenomenal performance that led Kakegawa High School to a miraculous victory in a soccer tournament, Toshihiko Tanaka decides to enter the same school as his idol and join the soccer club, hoping to become as successful as Kubo. Now a high school freshman, Tanaka is devastated as his expectations suddenly start falling apart. Kubo—the captain of the club—is absent due to illness. To make matters worse, the freshmen are not allowed to practice alongside the sophomores or become regulars on the team. The final nail in the coffin is the reluctance of Tanaka's friends, Kenji Shiraishi and Kazuhiro Hiramatsu, to join him in the club. Although Tanaka and his friends were once known as a deadly soccer trio in their junior high school days, Kenji and Kazuhiro have both quit soccer for personal reasons. When Tanaka starts to lose hope, an encounter with Kazumi Endo—a girl from his childhood—becomes the unexpected key to his freedom from despair. The disappointed K",1993.0,Love Polygon | School | Team Sports,Toei Animation,https://myanimelist.net/images/anime/3/75214.jpg
1328,1 Pound no Fukuin,One Pound Gospel,OVA,1.0,6.41,Comedy | Romance | Sports,"Young boxer Kosaku Hatanaka was once Coach Mukoda's prized prospect and the only member of their gym to become a professional. In the short time he has been on the scene, however, he has racked up an unimpressive record, failing to even make his weight class for several matches. After a particularly embarrassing incident in the ring causes the cancellation of multiple upcoming fights, his coach tells him that his next bout may be his last if he fails to shape up. After managing to break his diet by convincing a local novitiate, Sister Angela, to feed him, it seems certain that Kosaku will once again be too heavy to compete, ending his career on a forfeit. When Sister Angela hears of her unwitting part in Kosaku's gluttony, she is determined to set him on the path of righteousness—even when he seems more interested in the pretty girl under the cloth than in the word of the Lord. [Written by MAL Rewrite]",,Combat Sports,Gallop,https://myanimelist.net/images/anime/1577/99202.jpg
1329,Ohoshi-sama no Rail,Rail of the Star: A True Story of Children,Movie,1.0,6.97,Drama,"When she catches a news story on TV, Chitose ""Chiko"" Kobayashi is reminded of her childhood growing up in Japanese-occupied Korea. Filled with precious memories of her younger sister and her first days of school, as well as bitter memories of World War II and her family's daring escape from Russian-occupied North Korea, her childhood truly encapsulates a changing era. Yet, despite her struggles, as she remembers all of those that touched her life, Chiko realizes that she is lucky in many ways. [Written by MAL Rewrite]",,Historical,Madhouse,https://myanimelist.net/images/anime/4/85355.jpg
1333,Fushigi na Koala Blinky,Noozles,TV,26.0,6.04,Adventure | Comedy | Fantasy,"One day, Sandy's father, Prof. Brown, sends her a stuffed koala doll from one of his trips. Sandy discovers that, after rubbing the koala's nose, he comes alive. His name is Blinky and he is from the magical ""down under"" Koalawalla Land. They are soon joined by his little sister, Pinky. Adventures ensue in both Sandy's world and Koalawalla land. Among the characters met are 2 men after the ""magical talking bear"", a lizard that bounces back and forth from the magical realm and the real realm, and kangaroo police officers. (Source: ANN)",1984.0,Unknown,Nippon Animation,https://myanimelist.net/images/anime/2/4322.jpg
1336,Kyoushoku Soukou Guyver II,The Guyver: Bio-Booster Armor,OVA,6.0,7.03,Action | Horror | Sci-Fi,"Sho and his friend Tetsurou stumble upon an odd alien artifact while walking through the woods. Then, the alien artifact breaks free of its metallic bonds and enters Sho's body, turning him into the Guyver. With this new power, Sho must do battle with the evil Chronos corporation and their genetically enhanced Zoanoids, who seek to get the Guyver back into their labs. No one close to Sho is safe from Chronos. He must fight. (Source: ANN)",,Gore | Super Power,Visual 80,https://myanimelist.net/images/anime/1833/92279.jpg
1337,Dororon Enma-kun,,TV,25.0,6.7,Comedy | Horror | Supernatural,"Monsters are coming to the human world from the Hell in order to get human spirits. As people's minds are getting dirty, being attracted by the dirty spirits, the monsters break the rule to go to the human world. Tsutomu, a boy who goes to Yokai Elementary School, is suddenly assaulted by monsters. Those who save him from the monsters are Enma-kun, the son of Enma, Yukiko, a snow woman, and Kapaeru. They are members of Monster Patrol that are sent to the human world to arrest monsters. (Source: AnimeNfo)",1973.0,Mythology,Toei Animation,https://myanimelist.net/images/anime/9/28204.jpg
1338,Shin Megami Tensei: Tokyo Mokushiroku,Tokyo Revelation,OVA,2.0,5.54,Action | Horror | Sci-Fi | Supernatural,"Handsome and effeminate, quiet but proud, the sinister Akito Kobayashi has a passion for the occult and has developed a computer program to summon demons and the living dead. But little does he know that fellow high school students Kojirou Souma and Saki Yagami are reincarnations of powerful and benevolent spirits. When the pair's friends have become targeted by demons trying to harvest their life energies, they must harness their dark metaphysical powers to destroy Kobayashi's threatening program, or risk losing their loved ones forever. [Written by MAL Rewrite]",,Mythology,J.C.Staff,https://myanimelist.net/images/anime/6/22243.jpg
1340,Yami no Shihoukan Judge,Judge,OVA,1.0,5.58,Horror | Supernatural,"Hoichiro Ohma works in an office. Everybody knows him as a silent, humble man. Even his girlfriend, Nanase, doesn't suspect that he could be something more, but he is. When a person dies as a victim of murder; when someone kills himself with a curse on his lips; when someone's death needs to be judged, he is there, for he is a Judge Of Darkness. Following the Laws Of Darkness, with a book made of human skin and an unusual parrot, he pronounces judgement over living criminals that would otherwise go free. (Source: ANN)",,Unknown,J.C.Staff | animate Film,https://myanimelist.net/images/anime/12/66755.jpg
1341,Violence Jack: Harem Bomber-hen,Violence Jack: Slumking,OVA,1.0,5.29,Action | Drama | Horror,"Kanto Hell Earthquake has demolished the metropolitan completely. After the earthquake, Slum King is kidnapping girls and sell them as sex slaves. Mari is wandering on the devastated field looking for her lover, Ken. But she is also kidnapped by them. While she is tortured and trained as a sex slave, Ken saves her. Ken has become the member of Slum King. The king offers condition to him; in return for releasing her, he has to kill Violence Jack. (Source: AniDB)",,Gore,Ashi Productions,https://myanimelist.net/images/anime/1152/121840.jpg
1342,Violence Jack: Jigoku Gai-hen,Violence Jack: Evil Town,OVA,1.0,5.67,Action | Drama | Horror,"The World as we know it has been torn apart shattered by a series of natural disasters that have turned civilization into a brutish nightmare of survival and has left whole cities buried beneath the Earth. It's now a lethal and chaotic place, a place where only the strongest and most savage remain alive. The strongest of them all is a giant warrior known as Violence Jack… Violence Jack tries to avert a civil war brewing among the wretched inhabitants of a subterranean metropolis called Evil Town. Based on a character created by manga horror specialist, Go Nagai. (Source: AniDB)",,Gore,Studio 88,https://myanimelist.net/images/anime/13/12874.jpg
1343,Violence Jack: Hell's Wind-hen,Violence Jack: Hell's Wind,OVA,1.0,5.62,Action | Drama | Horror,"The survivors of Kanto's Hell Earthquake built a new city and christened it ""Hope Town"". However, this peaceful town becomes a nightmare when it's raided by the motorcycle gang, ""Hell's Wind"". They abduct the women while the remaining townsfolk are left helpless against them. Meanwhile, a boy, Subaro, meets Jun. Jun's lover was previously murdered, and the duo help one another to fight against Hell's Wind. The battles are getting more and more difficult, but with the appearance of Violence Jack, the citizens seem to gain the upper hand against Hell's Wind. (Source: AniDB)",,Gore,Studio 88,https://myanimelist.net/images/anime/1/2384.jpg
1344,Eightman After,8 Man After,OVA,4.0,6.39,Action | Drama | Sci-Fi,"Private detective Hazama Itsuru is hired by Professor Tani to investigate a cyborg parts theft which eventually leads him to meet Sachiko Yokogawa, the original 8 Man's love interest. Living her new life working for the Biotecho Corp., Sachiko finds herself involved with a new 8 Man, who appears after Hazama is fatally wounded by an unknow cyborg. Amidst a violent urban background with cyber-junkies creating chaos around the city, this other 8 Man will fight criminals in a more agressive way.",,Unknown,J.C.Staff | Sanctuary,https://myanimelist.net/images/anime/1150/92809.jpg
1345,Soujuu Senshi Psychic Wars,Psychic Wars,OVA,1.0,3.23,Action | Fantasy,"Ukyo Rettsu, a surgeon, treats a mysterous old woman for a mysterious ""cancer."" The growth turns out to be a messenger from the ancient past of Japan heralding a demonic invasion of the Earth. Ukyo must go back in time and fight the race of ancient demons. (Source: AniDB)",,Mythology | Super Power | Time Travel,Toei Animation,https://myanimelist.net/images/anime/1871/144500.jpg
